,,,,,,,,,,,利用開始月,2025-01,2025-01,2025-01,2025-01,2025-02,2025-02,2025-02,2025-02,2025-03,2025-03,2025-03,2025-03,2025-04,2025-04,2025-04,2025-04,2025-05,2025-05,2025-05,2025-05,2025-06,2025-06,2025-06,2025-06,2025-07,2025-07,2025-07,2025-07,2025-08,2025-08,2025-08,2025-08
2000503,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-03-14,2029-03-13,サンシャインシティアルパ(増設),良品計画様向け（サンシャインシティアルパ(増設)）,,PCWL-0400,良品計画様向け（サンシャインシティアルパ(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000480,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【3年】PM_スタンダード,継続課金,2023-03-31,2026-03-30,,東北計器工業様向け,,,,4104,6,4104,6,4104,6,0,0,4104,6,0,0,4104,6,0,0,4104,6,0,0,4104,6,0,0,4104,6,0,0,,,-4104,-6
2000478,エクシオグループ株式会社,保守,保守＿PCWL0400,継続課金,2023-04-01,2028-03-31,,,,,,1800,2,1800,2,1800,2,0,0,1800,2,0,0,1800,2,0,0,1800,2,0,0,1800,2,0,0,1800,2,0,0,1800,2,0,0
2000474,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-03-01,2029-02-28,ヨシヅヤ笠松,良品計画様向け（ヨシヅヤ笠松）,スタンダード,PCWL-0400,良品計画様向け（ヨシヅヤ笠松）　,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2000473,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-03-01,2029-02-28,ゆめタウン三豊,良品計画様向け（ゆめタウン三豊）,スタンダード,PCWL-0400,良品計画様向け（ゆめタウン三豊）　,8004,12,8004,12,8004,12,0,0,8004,12,0,0,8004,12,0,0,8004,12,0,0,8004,12,0,0,8004,12,0,0,8004,12,0,0
2000472,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-03-01,2029-02-28,イオン小郡,良品計画様向け（イオン小郡）,スタンダード,PCWL-0400,良品計画様向け（イオン小郡）　,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2000471,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-03-01,2029-02-28,日立SC,良品計画様向け（日立SC）　PicoManagerスタンダードプラン6年×7　,スタンダード,PCWL-0400,良品計画様向け（日立SC）　,7337,11,7337,11,7337,11,0,0,7337,11,0,0,7337,11,0,0,7337,11,0,0,7337,11,0,0,7337,11,0,0,7337,11,0,0
2000470,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-03-01,2029-02-28,秋田アルス(LS),良品計画様向け（秋田アルス(LS)）,,PCWL-0400,良品計画様向け（秋田アルス(LS)）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000446,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-13,2029-02-12,ユニモちはら台分,良品計画様向け（ユニモちはら台分）　PicoManagerスタンダードプラン6年×7　,スタンダード,PCWL-0400,良品計画様向け（ユニモちはら台）　,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2000445,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-13,2029-02-12,イオン金沢八景分,良品計画様向け（イオン金沢八景分）　PicoManagerスタンダードプラン6年×7　,スタンダード,PCWL-0400,良品計画様向け(イオン金沢八景）　,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2000444,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-13,2029-02-12,アルプラザ金沢分,良品計画様向け（アルプラザ金沢分）　PicoManagerスタンダードプラン6年×7　,スタンダード,PCWL-0400,良品計画様向け（アルプラザ金沢分）　,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2000443,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-13,2029-02-12,無印良品500ビナフロント,PicoManager スタンダードプラン 6年 無印良品500ビナフロント,スタンダード,PCWL-0400,良品計画様向け（MUJIcom武蔵野美術大学）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2000442,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-13,2029-02-12,高崎モントレー,良品計画様向け（高崎モントレー）　PicoManagerスタンダードプラン6年×6,,PCWL-0400,良品計画様向け（高崎モントレー）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2000441,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-13,2029-02-12,イオンタウン伊賀上野,良品計画様向け（イオンタウン伊賀上野）　PicoManagerスタンダードプラン6年×6,,PCWL-0400,良品計画様向け（イオンタウン伊賀上野）,4002,6,4002,6,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0,4002,6,0,0
2000439,西尾レントオール株式会社,PicoManager,0500/0510_PM_レンタルパック,継続課金,2023-02-16,2025-10-15,,,,,,9800,10,9800,10,9800,10,0,0,9800,10,0,0,9800,10,0,0,9800,10,0,0,9800,10,0,0,9800,10,0,0,9800,10,0,0
2000439,西尾レントオール株式会社,PicoManager,0400/0410_PM_レンタルパック,継続課金,2023-02-16,2025-10-15,,,,,,2970,3,2970,3,2970,3,0,0,2970,3,0,0,2970,3,0,0,2970,3,0,0,2970,3,0,0,2970,3,0,0,2970,3,0,0
2000431,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-07,2029-02-06,無印良品岡山商店街,良品計画様向け（無印良品岡山商店街）　PicoManagerスタンダードプラン6年,,PCWL-0400,良品計画様向け（無印良品岡山商店街）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000430,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-07,2029-02-06,無印良品500岡山商店街,PicoManager スタンダードプラン 6年　無印良品500岡山商店街,スタンダード,PCWL-0400,良品計画様向け（無印良品500岡山商店街）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000429,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-07,2029-02-06,無印良品500和歌山ミオ,PicoManager スタンダードプラン 6年 無印良品500和歌山ミオ,スタンダード,PCWL-0400,良品計画様向け（無印良品500和歌山ミオ）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2000428,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-07,2029-02-06,明治神宮前メトロピア,"PicoManager スタンダードプラン 6年
明治神宮前メトロピア",スタンダード,PCWL-0400,良品計画様向け（明治神宮前メトロピア）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000427,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-02-07,2029-02-06,ルビットタウン戸田分,良品計画様向け（ルビットタウン戸田分）　PicoManagerスタンダードプラン6年×7　,スタンダード,PCWL-0400,良品計画様向け（ルビットタウン戸田分）　,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2000408,加賀ＦＥＩ株式会社,保守,保守＿PCWL0400,継続課金,2023-02-14,2028-02-13,,PCWL-0400 交換修理 購入時 +4年契約,交換修理,PCWL-0400,,2100,2,2100,2,2100,2,0,0,2100,2,0,0,2100,2,0,0,2100,2,0,0,2100,2,0,0,2100,2,0,0,2100,2,0,0
2000401,エクシオグループ株式会社,PicoManager,【3年】PM_エンタープライズ,継続課金,2023-02-01,2026-01-31,,,,,,2564,2,2564,2,2564,2,0,0,2564,2,0,0,2564,2,0,0,2564,2,0,0,2564,2,0,0,2564,2,0,0,2564,2,0,0
2000365-1,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-03-27,2028-03-26,池袋支店,,,,,5000,2,5000,2,5000,2,0,0,5000,2,0,0,5000,2,0,0,5000,2,0,0,5000,2,0,0,5000,2,0,0,5000,2,0,0
2000354,エクシオグループ株式会社,PicoManager,【3年】PM_スタンダード,継続課金,2023-01-16,2026-01-15,,,スタンダード,,,3420,5,3420,5,3420,5,0,0,3420,5,0,0,3420,5,0,0,3420,5,0,0,3420,5,0,0,3420,5,0,0,3420,5,0,0
2000353,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-01-10,2029-01-09,旭川花咲分,良品計画様向け（旭川花咲分）　PicoManagerスタンダードプラン6年×7　,スタンダード,PCWL-0400,良品計画様向け（旭川花咲分）　,5336,8,5336,8,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0,5336,8,0,0
2000352,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-01-10,2029-01-09,自由が丘A館B館分,良品計画様向け（自由が丘A館B館分）　PicoManagerスタンダードプラン6年×7　,スタンダード,PCWL-0400,良品計画様向け（自由が丘A館B館）　,6670,10,6670,10,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0,6670,10,0,0
2000351,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-01-10,2029-01-09,イオンなかま分,良品計画様向け（イオンなかま分）　PicoManagerスタンダードプラン6年×7　,スタンダード,PCWL-0400,良品計画様向け（イオンなかま）　,4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2000350,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-01-10,2029-01-09,VIVIT南船橋,良品計画様向け（VIVIT南船橋）,,PCWL-0400,良品計画様向け（VIVIT南船橋）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000349,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-01-10,2029-01-09,ダイヤハイツ自由が丘,良品計画様向け（ダイヤハイツ自由が丘）,,PCWL-0400,良品計画様向け（ダイヤハイツ自由が丘）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000348,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2023-01-10,2029-01-09,盛岡向中野,良品計画様向け（盛岡向中野）,,PCWL-0400,良品計画様向け（盛岡向中野）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000333,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,SA_アルビス羽咋宝達志水様(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（SA_アルビス羽咋宝達志水様(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000332,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,SA_ツルヤ安曇野穂高(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（SA_ツルヤ安曇野穂高(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000331,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,アルプラザ八日市(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（アルプラザ八日市(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000330,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,イオン市川妙典(増設),良品計画様向け,,PCWL-0400,良品計画様向け（イオン市川妙典(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000329,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,エコールリラ(増設),良品計画様向け,,PCWL-0400,良品計画様向け（エコールリラ(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000328,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,エブリイokanaka津高(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（エブリイokanaka津高(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000327,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,かみしんプラザ(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（かみしんプラザ(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000326,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,コープさっぽろ桑園(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（コープさっぽろ桑園(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000325,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,セブンパークアリオ柏(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（セブンパークアリオ柏(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000324,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,ゆめタウンあらお(増設),良品計画様向けゆめタウンあらお(増設),,PCWL-0400,良品計画様向け（ゆめタウンあらお(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000323,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,ルビットパーク大口(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（ルビットパーク大口(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000322,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,ワカバウォーク(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（ワカバウォーク(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000321,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,阪急西宮ガーデンズ(増設),良品計画様向け（阪急西宮ガーデンズ(増設)）,,PCWL-0400,良品計画様向け（阪急西宮ガーデンズ(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000320,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,神戸阪急(増設),良品計画様向け,,PCWL-0400,良品計画様向け（神戸阪急(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000319,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,赤羽アピレ(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（赤羽アピレ(増設)）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2000318,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,浅草ROX(増設),良品計画様向け,,PCWL-0400,良品計画様向け（浅草ROX(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000317,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,大丸福岡天神(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（大丸福岡天神(増設)）,2001,3,2001,3,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0,2001,3,0,0
2000316,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,大仙イーストモール(増設),良品計画様向け,,PCWL-0400,良品計画様向け（大仙イーストモール(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000315,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,天満屋ハピータウン岡北(増設),PicoManager スタンダードプラン 6年,スタンダード,PCWL-0400,良品計画様向け（天満屋ハピータウン岡北(増設)）,667,1,667,1,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0,667,1,0,0
2000314,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,宝塚阪急(増設),良品計画様向け,,PCWL-0400,良品計画様向け（宝塚阪急(増設)）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000311,西尾レントオール株式会社,PicoManager,PM_レンタルパック,継続課金,2022-12-16,2025-10-15,,,,,,31680,32,31680,32,31680,32,0,0,31680,32,0,0,31680,32,0,0,31680,32,0,0,31680,32,0,0,31680,32,0,0,31680,32,0,0
2000294,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-01-24,2028-01-23,宇部支店,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000289-1,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-03-06,2028-12-10,浅草橋支店,200289-1 2001276,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000289-1,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-03-06,2028-12-10,浅草橋支店,200289-1 2001276,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000285-1,エクシオグループ株式会社,保守,保守＿PCWL0400,継続課金,2023-03-01,2029-02-28,,,交換修理,PCWL-0400,渋谷マークシティ,55000,55,55000,55,55000,55,0,0,55000,55,0,0,55000,55,0,0,55000,55,0,0,55000,55,0,0,55000,55,0,0,55000,55,0,0
2000283,加賀ＦＥＩ株式会社,PicoManager,【3年】PM_スタンダード,継続課金,2023-03-01,2026-02-28,,住友金属鉱山,,,,27360,40,27360,40,27360,40,0,0,27360,40,0,0,27360,40,0,0,27360,40,0,0,27360,40,0,0,27360,40,0,0,27360,40,0,0
2000278,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-09,2028-12-08,ららぽーと門真,良品計画様向け（ららぽーと門真）　PicoManagerスタンダードプラン6年,,PCWL-0400,良品計画様向け（ららぽーと門真）,2668,4,2668,4,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0,2668,4,0,0
2000277,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-09,2028-12-08,サンリブ折尾,"良品計画様向け（サンリブ折尾）
　PicoManagerスタンダードプラン6年×7",スタンダード,PCWL-0400,"良品計画様向け（サンリブ折尾）
　",4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2000276,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-09,2028-12-08,ヨークベニマル桑野,"良品計画様向け（ヨークベニマル桑野）
　PicoManagerスタンダードプラン6年×7",スタンダード,PCWL-0400,"良品計画様向け（ヨークベニマル桑野）

　",4669,7,4669,7,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0,4669,7,0,0
2000275,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-28,2028-12-27,前橋中央通り商店街,良品計画様向け,,PCWL-0400,良品計画様向け（前橋中央通り商店街）,1334,2,1334,2,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0,1334,2,0,0
2000274,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-09,2028-12-08,カスミ岩瀬,良品計画様向け（カスミ岩瀬）,,PCWL-0400,良品計画様向け（カスミ岩瀬）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000273,ＳＣＳＫ　Ｍｉｎｏｒｉソリューションズ株式会社,PicoManager,【6年】PM_スタンダード,継続課金,2022-12-09,2028-12-08,フレッセイ館林,良品計画様向け（フレッセイ館林）,,PCWL-0400,良品計画様向け（フレッセイ館林）,3335,5,3335,5,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0,3335,5,0,0
2000272,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2022-12-25,2027-12-24,日本橋支店追加,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000267,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-03-17,2028-03-16,熊谷サテライトプレイス,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000266,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-03-02,2028-03-01,三軒茶屋サテライトプレイス,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000265,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-05-22,2028-05-21,成増サテライトプレイス,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000264,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-03-16,2028-03-15,三鷹サテライトプレイス,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000263,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-02-28,2028-02-27,千歳烏山サテライトプレイス,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,,,-2500,-1
2000262,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-02-15,2028-02-14,白金高輪サテライトプレイス,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
2000261,岡三情報システム,ケーブルいらず,【５年】ケーブルいらず,継続課金,2023-03-16,2028-03-15,白山サテライトプレイス,,,,,2500,1,2500,1,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0,2500,1,0,0
